Year,LEA,LEA Name,School,School Name,Grade Span,Summary Group Title,Indicator Name,Measure Name,Subject Title,Measure Possible Points,Measure Earned Points,Measure Result,Create Date
2022,16,Prince George's,305,Patuxent Elementary,E,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,1.24733522,4.2,20230303
2022,16,Prince George's,305,Patuxent Elementary,E,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
2022,16,Prince George's,504,Fort Washington Forest Elementary,E,All Students,Academic Achievement,Percent Proficient,Mathematics,5,0.58641975,11.7,20230303
2022,16,Prince George's,504,Fort Washington Forest Elementary,E,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,2.57668712,51.5,20230303
2022,16,Prince George's,504,Fort Washington Forest Elementary,E,All Students,Academic Achievement,Average Performance Level,Mathematics,5,2.30709877,1.8,20230303
2022,16,Prince George's,504,Fort Washington Forest Elementary,E,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,3.12116564,2.5,20230303
2022,16,Prince George's,504,Fort Washington Forest Elementary,E,All Students,Academic Progress,Percent Proficient,Science,5,0.81818182,16.4,20230303
2022,16,Prince George's,504,Fort Washington Forest Elementary,E,All Students,Academic Progress,Student Growth,Mathematics,12.5,6.0485,43.9,20230303
2022,16,Prince George's,504,Fort Washington Forest Elementary,E,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,10.407,81.8,20230303
2022,16,Prince George's,504,Fort Washington Forest Elementary,E,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,5,5,100,20230303
2022,16,Prince George's,504,Fort Washington Forest Elementary,E,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,6.85714286,68.6,20230303
2022,16,Prince George's,504,Fort Washington Forest Elementary,E,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,8,67.3,20230303
2022,16,Prince George's,504,Fort Washington Forest Elementary,E,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,3.44149405,4.9,20230303
2022,16,Prince George's,504,Fort Washington Forest Elementary,E,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,2.15358782,7.2,20230303
2022,16,Prince George's,504,Fort Washington Forest Elementary,E,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
2022,16,Prince George's,507,Rose Valley Elementary,E,All Students,Academic Achievement,Percent Proficient,Mathematics,5,0.39568345,7.9,20230303
2022,16,Prince George's,507,Rose Valley Elementary,E,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,1.13138686,22.6,20230303
2022,16,Prince George's,507,Rose Valley Elementary,E,All Students,Academic Achievement,Average Performance Level,Mathematics,5,1.97841727,1.6,20230303
2022,16,Prince George's,507,Rose Valley Elementary,E,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,2.50912409,2,20230303
2022,16,Prince George's,507,Rose Valley Elementary,E,All Students,Academic Progress,Percent Proficient,Science,5,0.85365854,17.1,20230303
2022,16,Prince George's,507,Rose Valley Elementary,E,All Students,Academic Progress,Student Growth,Mathematics,12.5,3.346,20.4,20230303
2022,16,Prince George's,507,Rose Valley Elementary,E,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,3.001,17.4,20230303
2022,16,Prince George's,507,Rose Valley Elementary,E,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,5,4.51219512,90.2,20230303
2022,16,Prince George's,507,Rose Valley Elementary,E,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,6.48148148,64.8,20230303
2022,16,Prince George's,507,Rose Valley Elementary,E,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,7.5,66.3,20230303
2022,16,Prince George's,507,Rose Valley Elementary,E,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,4.02494834,5.7,20230303
2022,16,Prince George's,507,Rose Valley Elementary,E,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,1.80602327,6,20230303
2022,16,Prince George's,507,Rose Valley Elementary,E,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
2022,16,Prince George's,509,Accokeek Academy,E,All Students,Academic Achievement,Percent Proficient,Mathematics,5,1.07819905,21.6,20230303
2022,16,Prince George's,509,Accokeek Academy,E,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,2.37288136,47.5,20230303
2022,16,Prince George's,509,Accokeek Academy,E,All Students,Academic Achievement,Average Performance Level,Mathematics,5,2.44668246,2,20230303
2022,16,Prince George's,509,Accokeek Academy,E,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,3.02360775,2.4,20230303
2022,16,Prince George's,509,Accokeek Academy,E,All Students,Academic Progress,Percent Proficient,Science,5,1.52866242,30.6,20230303
2022,16,Prince George's,509,Accokeek Academy,E,All Students,Academic Progress,Student Growth,Mathematics,12.5,5.7035,40.9,20230303
2022,16,Prince George's,509,Accokeek Academy,E,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,5.301,37.4,20230303
2022,16,Prince George's,509,Accokeek Academy,E,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,5,4.9044586,98.1,20230303
2022,16,Prince George's,509,Accokeek Academy,E,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,8,80,20230303
2022,16,Prince George's,509,Accokeek Academy,E,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,10.5,77,20230303
2022,16,Prince George's,509,Accokeek Academy,E,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,2.8206348,4,20230303
2022,16,Prince George's,509,Accokeek Academy,E,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,2.11433686,7,20230303
2022,16,Prince George's,509,Accokeek Academy,E,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
2022,16,Prince George's,509,Accokeek Academy,M,All Students,Academic Achievement,Percent Proficient,Mathematics,5,1.15606936,23.1,20230303
2022,16,Prince George's,509,Accokeek Academy,M,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,3.06748466,61.3,20230303
2022,16,Prince George's,509,Accokeek Academy,M,All Students,Academic Achievement,Average Performance Level,Mathematics,5,2.42955202,1.9,20230303
2022,16,Prince George's,509,Accokeek Academy,M,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,3.3071319,2.6,20230303
2022,16,Prince George's,509,Accokeek Academy,M,All Students,Academic Progress,Percent Proficient,Science,3.5,1.48175182,42.3,20230303
2022,16,Prince George's,509,Accokeek Academy,M,All Students,Academic Progress,Student Growth,Mathematics,12.5,10.913,86.2,20230303
2022,16,Prince George's,509,Accokeek Academy,M,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,11.695,93,20230303
2022,16,Prince George's,509,Accokeek Academy,M,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,3,2.88043478,96,20230303
2022,16,Prince George's,509,Accokeek Academy,M,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,2.16216216,21.6,20230303
2022,16,Prince George's,509,Accokeek Academy,M,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,9.5,72.7,20230303
2022,16,Prince George's,509,Accokeek Academy,M,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,2.49763055,3.6,20230303
2022,16,Prince George's,509,Accokeek Academy,M,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,2.11433686,7,20230303
2022,16,Prince George's,509,Accokeek Academy,M,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
2022,16,Prince George's,510,Potomac Landing Elementary,E,All Students,Academic Achievement,Percent Proficient,Mathematics,5,0.52763819,10.6,20230303
2022,16,Prince George's,510,Potomac Landing Elementary,E,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,2.25888325,45.2,20230303
2022,16,Prince George's,510,Potomac Landing Elementary,E,All Students,Academic Achievement,Average Performance Level,Mathematics,5,2.09170854,1.7,20230303
2022,16,Prince George's,510,Potomac Landing Elementary,E,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,3.02664975,2.4,20230303
2022,16,Prince George's,510,Potomac Landing Elementary,E,All Students,Academic Progress,Percent Proficient,Science,5,1.32075472,26.4,20230303
2022,16,Prince George's,510,Potomac Landing Elementary,E,All Students,Academic Progress,Student Growth,Mathematics,12.5,2.8745,16.3,20230303
2022,16,Prince George's,510,Potomac Landing Elementary,E,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,10.9705,86.7,20230303
2022,16,Prince George's,510,Potomac Landing Elementary,E,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,5,4.90566038,98.1,20230303
2022,16,Prince George's,510,Potomac Landing Elementary,E,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,5.19230769,51.9,20230303
2022,16,Prince George's,510,Potomac Landing Elementary,E,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,11,77.8,20230303
2022,16,Prince George's,510,Potomac Landing Elementary,E,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,4.29316485,6.1,20230303
2022,16,Prince George's,510,Potomac Landing Elementary,E,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,2.55193651,8.5,20230303
2022,16,Prince George's,510,Potomac Landing Elementary,E,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
2022,16,Prince George's,511,Friendly High,H,All Students,Academic Achievement,Percent Proficient,Mathematics,7.5,0.43269231,5.8,20230303
2022,16,Prince George's,511,Friendly High,H,All Students,Academic Achievement,Percent Proficient,English/Language Arts,7.5,2.98469388,39.8,20230303
2022,16,Prince George's,511,Friendly High,H,All Students,Academic Achievement,Average Performance Level,Mathematics,7.5,3.125,1.7,20230303
2022,16,Prince George's,511,Friendly High,H,All Students,Academic Achievement,Average Performance Level,English/Language Arts,7.5,4.53443878,2.4,20230303
2022,16,Prince George's,511,Friendly High,H,All Students,Graduation Rate,Four-year Adjusted Cohort Graduation Rate,Not Applicable,10,8.02139037,80.2,20230303
2022,16,Prince George's,511,Friendly High,H,All Students,Graduation Rate,Five-year Adjusted Cohort Graduation Rate,Not Applicable,5,4.21195652,84.2,20230303
2022,16,Prince George's,511,Friendly High,H,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,3.84615385,38.5,20230303
2022,16,Prince George's,511,Friendly High,H,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,5.5,58.5,20230303
2022,16,Prince George's,511,Friendly High,H,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,1.48132272,2.1,20230303
2022,16,Prince George's,511,Friendly High,H,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,3.1875,31.9,20230303
2022,16,Prince George's,511,Friendly High,H,All Students,Readiness for Post-Secondary Success,Credit for Well Rounded Curriculum,Not Applicable,5,1.5,62.5,20230303
2022,16,Prince George's,511,Friendly High,H,All Students,Readiness for Post-Secondary Success,On Track in Ninth Grade for Graduation,Not Applicable,5,2.77358491,55.5,20230303
2022,16,Prince George's,603,Suitland High,H,All Students,Academic Achievement,Percent Proficient,Mathematics,7.5,0.46692607,6.2,20230303
2022,16,Prince George's,603,Suitland High,H,All Students,Academic Achievement,Percent Proficient,English/Language Arts,7.5,2.60714286,34.8,20230303
2022,16,Prince George's,603,Suitland High,H,All Students,Academic Achievement,Average Performance Level,Mathematics,7.5,3.10546875,1.7,20230303
2022,16,Prince George's,603,Suitland High,H,All Students,Academic Achievement,Average Performance Level,English/Language Arts,7.5,4.46428571,2.4,20230303
2022,16,Prince George's,603,Suitland High,H,All Students,Graduation Rate,Four-year Adjusted Cohort Graduation Rate,Not Applicable,10,6.80161943,68,20230303
2022,16,Prince George's,603,Suitland High,H,All Students,Graduation Rate,Five-year Adjusted Cohort Graduation Rate,Not Applicable,5,3.63825364,72.8,20230303
2022,16,Prince George's,603,Suitland High,H,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,3.33333333,33.3,20230303
2022,16,Prince George's,603,Suitland High,H,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,1,42.7,20230303
2022,16,Prince George's,603,Suitland High,H,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,1.7333411,2.5,20230303
2022,16,Prince George's,603,Suitland High,H,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,1.10095975,3.7,20230303
2022,16,Prince George's,603,Suitland High,H,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,4.53400504,45.3,20230303
2022,16,Prince George's,603,Suitland High,H,All Students,Readiness for Post-Secondary Success,Credit for Well Rounded Curriculum,Not Applicable,5,1.5,62,20230303
2022,16,Prince George's,603,Suitland High,H,All Students,Readiness for Post-Secondary Success,On Track in Ninth Grade for Graduation,Not Applicable,5,2.224,44.5,20230303
2022,16,Prince George's,606,Bradbury Heights Elementary,E,All Students,Academic Achievement,Percent Proficient,Mathematics,5,0.09569378,<= 5.0,20230303
2022,16,Prince George's,606,Bradbury Heights Elementary,E,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,0.88516746,17.7,20230303
2022,16,Prince George's,606,Bradbury Heights Elementary,E,All Students,Academic Achievement,Average Performance Level,Mathematics,5,1.78229665,1.4,20230303
2022,16,Prince George's,606,Bradbury Heights Elementary,E,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,2.29665072,1.8,20230303
2022,16,Prince George's,606,Bradbury Heights Elementary,E,All Students,Academic Progress,Percent Proficient,Science,5,0.3125,6.3,20230303
2022,16,Prince George's,606,Bradbury Heights Elementary,E,All Students,Academic Progress,Student Growth,Mathematics,12.5,1.8855,7.7,20230303
2022,16,Prince George's,606,Bradbury Heights Elementary,E,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,2.2995,11.3,20230303
2022,16,Prince George's,606,Bradbury Heights Elementary,E,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,5,5,100,20230303
2022,16,Prince George's,606,Bradbury Heights Elementary,E,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,7.1875,71.9,20230303
2022,16,Prince George's,606,Bradbury Heights Elementary,E,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,3.5,51.2,20230303
2022,16,Prince George's,606,Bradbury Heights Elementary,E,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,3.00468486,4.3,20230303
2022,16,Prince George's,606,Bradbury Heights Elementary,E,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,1.46704699,4.9,20230303
2022,16,Prince George's,606,Bradbury Heights Elementary,E,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
2022,16,Prince George's,607,Hillcrest Heights Elementary,E,All Students,Academic Achievement,Percent Proficient,Mathematics,5,0.05882353,<= 5.0,20230303
2022,16,Prince George's,607,Hillcrest Heights Elementary,E,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,0.5,10,20230303
2022,16,Prince George's,607,Hillcrest Heights Elementary,E,All Students,Academic Achievement,Average Performance Level,Mathematics,5,1.72058824,1.4,20230303
2022,16,Prince George's,607,Hillcrest Heights Elementary,E,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,2.18382353,1.7,20230303
2022,16,Prince George's,607,Hillcrest Heights Elementary,E,All Students,Academic Progress,Percent Proficient,Science,5,0.33333333,6.7,20230303
2022,16,Prince George's,607,Hillcrest Heights Elementary,E,All Students,Academic Progress,Student Growth,Mathematics,12.5,1.7015,6.1,20230303
2022,16,Prince George's,607,Hillcrest Heights Elementary,E,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,1.506,4.4,20230303
2022,16,Prince George's,607,Hillcrest Heights Elementary,E,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,5,4.91803279,98.4,20230303
2022,16,Prince George's,607,Hillcrest Heights Elementary,E,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,5.26315789,52.6,20230303
2022,16,Prince George's,607,Hillcrest Heights Elementary,E,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,5.5,59.8,20230303
2022,16,Prince George's,607,Hillcrest Heights Elementary,E,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,3.89564513,5.6,20230303
2022,16,Prince George's,607,Hillcrest Heights Elementary,E,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,1.87123267,6.2,20230303
2022,16,Prince George's,607,Hillcrest Heights Elementary,E,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
2022,16,Prince George's,610,North Forestville Elementary,E,All Students,Academic Achievement,Percent Proficient,Mathematics,5,0.30172414,6,20230303
2022,16,Prince George's,610,North Forestville Elementary,E,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,1.3362069,26.7,20230303
2022,16,Prince George's,610,North Forestville Elementary,E,All Students,Academic Achievement,Average Performance Level,Mathematics,5,1.99353448,1.6,20230303
2022,16,Prince George's,610,North Forestville Elementary,E,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,2.60775862,2.1,20230303
2022,16,Prince George's,610,North Forestville Elementary,E,All Students,Academic Progress,Percent Proficient,Science,5,0.78125,15.6,20230303
2022,16,Prince George's,610,North Forestville Elementary,E,All Students,Academic Progress,Student Growth,Mathematics,12.5,4.3235,28.9,20230303
2022,16,Prince George's,610,North Forestville Elementary,E,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,3.231,19.4,20230303
2022,16,Prince George's,610,North Forestville Elementary,E,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,5,4.6875,93.8,20230303
2022,16,Prince George's,610,North Forestville Elementary,E,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,5.68965517,56.9,20230303
2022,16,Prince George's,610,North Forestville Elementary,E,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,6,60.4,20230303
2022,16,Prince George's,610,North Forestville Elementary,E,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,3.42090799,4.9,20230303
2022,16,Prince George's,610,North Forestville Elementary,E,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,1.81322176,6,20230303
2022,16,Prince George's,610,North Forestville Elementary,E,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
2022,16,Prince George's,613,District Heights Elementary,E,All Students,Academic Achievement,Percent Proficient,Mathematics,5,0.21341463,<= 5.0,20230303
2022,16,Prince George's,613,District Heights Elementary,E,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,1.08433735,21.7,20230303
2022,16,Prince George's,613,District Heights Elementary,E,All Students,Academic Achievement,Average Performance Level,Mathematics,5,1.97408537,1.6,20230303
2022,16,Prince George's,613,District Heights Elementary,E,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,2.51506024,2,20230303
2022,16,Prince George's,613,District Heights Elementary,E,All Students,Academic Progress,Percent Proficient,Science,5,0.40322581,8.1,20230303
2022,16,Prince George's,613,District Heights Elementary,E,All Students,Academic Progress,Student Growth,Mathematics,12.5,3.2655,19.7,20230303
2022,16,Prince George's,613,District Heights Elementary,E,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,4.2315,28.1,20230303
2022,16,Prince George's,613,District Heights Elementary,E,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,5,4.92063492,98.4,20230303
2022,16,Prince George's,613,District Heights Elementary,E,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,5.33333333,53.3,20230303
2022,16,Prince George's,613,District Heights Elementary,E,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,4.5,54.9,20230303
2022,16,Prince George's,613,District Heights Elementary,E,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,3.69772784,5.3,20230303
2022,16,Prince George's,613,District Heights Elementary,E,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,1.59399742,5.3,20230303
2022,16,Prince George's,613,District Heights Elementary,E,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
2022,16,Prince George's,615,Benjamin Stoddert Middle,M,All Students,Academic Achievement,Percent Proficient,Mathematics,5,0.06802721,<= 5.0,20230303
2022,16,Prince George's,615,Benjamin Stoddert Middle,M,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,1.32845188,26.6,20230303
2022,16,Prince George's,615,Benjamin Stoddert Middle,M,All Students,Academic Achievement,Average Performance Level,Mathematics,5,1.65816327,1.3,20230303
2022,16,Prince George's,615,Benjamin Stoddert Middle,M,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,2.56537657,2.1,20230303
2022,16,Prince George's,615,Benjamin Stoddert Middle,M,All Students,Academic Progress,Percent Proficient,Science,3.5,0.37058824,10.6,20230303
2022,16,Prince George's,615,Benjamin Stoddert Middle,M,All Students,Academic Progress,Student Growth,Mathematics,12.5,2.587,13.8,20230303
2022,16,Prince George's,615,Benjamin Stoddert Middle,M,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,6.7845,50.3,20230303
2022,16,Prince George's,615,Benjamin Stoddert Middle,M,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,3,2.16753927,72.3,20230303
2022,16,Prince George's,615,Benjamin Stoddert Middle,M,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,1.62790698,16.3,20230303
2022,16,Prince George's,615,Benjamin Stoddert Middle,M,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,4.5,54.7,20230303
2022,16,Prince George's,615,Benjamin Stoddert Middle,M,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,1.89087612,2.7,20230303
2022,16,Prince George's,615,Benjamin Stoddert Middle,M,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,1.31908464,4.4,20230303
2022,16,Prince George's,615,Benjamin Stoddert Middle,M,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,9.89528796,99,20230303
2022,16,Prince George's,617,Francis Scott Key Elementary,E,All Students,Academic Achievement,Percent Proficient,Mathematics,5,0.21164021,<= 5.0,20230303
2022,16,Prince George's,617,Francis Scott Key Elementary,E,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,0.90425532,18.1,20230303
2022,16,Prince George's,617,Francis Scott Key Elementary,E,All Students,Academic Achievement,Average Performance Level,Mathematics,5,1.91798942,1.5,20230303
2022,16,Prince George's,617,Francis Scott Key Elementary,E,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,2.40026596,1.9,20230303
2022,16,Prince George's,617,Francis Scott Key Elementary,E,All Students,Academic Progress,Percent Proficient,Science,5,0.74074074,14.8,20230303
2022,16,Prince George's,617,Francis Scott Key Elementary,E,All Students,Academic Progress,Student Growth,Mathematics,12.5,3.208,19.2,20230303
2022,16,Prince George's,617,Francis Scott Key Elementary,E,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,2.288,11.2,20230303
2022,16,Prince George's,617,Francis Scott Key Elementary,E,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,5,5,100,20230303
2022,16,Prince George's,617,Francis Scott Key Elementary,E,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,6.07142857,60.7,20230303
2022,16,Prince George's,617,Francis Scott Key Elementary,E,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,3,49.6,20230303
2022,16,Prince George's,617,Francis Scott Key Elementary,E,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,4.62223167,6.6,20230303
2022,16,Prince George's,617,Francis Scott Key Elementary,E,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,2.28179778,7.6,20230303
2022,16,Prince George's,617,Francis Scott Key Elementary,E,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
2022,16,Prince George's,618,Longfields Elementary,E,All Students,Academic Achievement,Percent Proficient,Mathematics,5,1.47651007,29.5,20230303
2022,16,Prince George's,618,Longfields Elementary,E,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,2.71812081,54.4,20230303
2022,16,Prince George's,618,Longfields Elementary,E,All Students,Academic Achievement,Average Performance Level,Mathematics,5,2.55033557,2,20230303
2022,16,Prince George's,618,Longfields Elementary,E,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,3.25503356,2.6,20230303
2022,16,Prince George's,618,Longfields Elementary,E,All Students,Academic Progress,Percent Proficient,Science,5,2.63157895,52.6,20230303
2022,16,Prince George's,618,Longfields Elementary,E,All Students,Academic Progress,Student Growth,Mathematics,12.5,6.428,47.2,20230303
2022,16,Prince George's,618,Longfields Elementary,E,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,10.568,83.2,20230303
2022,16,Prince George's,618,Longfields Elementary,E,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,5,4.86842105,97.4,20230303
2022,16,Prince George's,618,Longfields Elementary,E,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,5.47619048,54.8,20230303
2022,16,Prince George's,618,Longfields Elementary,E,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,8,68.5,20230303
2022,16,Prince George's,618,Longfields Elementary,E,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,4.28756428,6.1,20230303
2022,16,Prince George's,618,Longfields Elementary,E,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,2.08006213,6.9,20230303
2022,16,Prince George's,618,Longfields Elementary,E,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
2022,16,Prince George's,619,Princeton Elementary,E,All Students,Academic Achievement,Percent Proficient,Mathematics,5,0.15267176,<= 5.0,20230303
2022,16,Prince George's,619,Princeton Elementary,E,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,0.83969466,16.8,20230303
2022,16,Prince George's,619,Princeton Elementary,E,All Students,Academic Achievement,Average Performance Level,Mathematics,5,1.64122137,1.3,20230303
2022,16,Prince George's,619,Princeton Elementary,E,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,2.39503817,1.9,20230303
2022,16,Prince George's,619,Princeton Elementary,E,All Students,Academic Progress,Percent Proficient,Science,5,0.27777778,5.6,20230303
2022,16,Prince George's,619,Princeton Elementary,E,All Students,Academic Progress,Student Growth,Mathematics,12.5,1.0805,0.7,20230303
2022,16,Prince George's,619,Princeton Elementary,E,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,2.265,11,20230303
2022,16,Prince George's,619,Princeton Elementary,E,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,5,4.30555556,86.1,20230303
2022,16,Prince George's,619,Princeton Elementary,E,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,5.66666667,56.7,20230303
2022,16,Prince George's,619,Princeton Elementary,E,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,4.5,56.2,20230303
2022,16,Prince George's,619,Princeton Elementary,E,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,2.96885269,4.2,20230303
2022,16,Prince George's,619,Princeton Elementary,E,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,1.57455948,5.2,20230303
